Objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll011,img20221124_23391468.jpg,,,Portrait of a woman (Amah Harris) smiling,"Heritage Singers Canada; Lyons, Grace",,"Amah Harris, Director of stage productions of the Heritage Singers","portrait; Harris, Amah",,,,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/003(08)-17,Image;StillImage,image/jpeg,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll012,img20221124_23093109.jpg,,,A note left on the back of a photograph,"Heritage Singers Canada; Lyons, Grace",,A note left on the back of a photograph by a Basque Country performer,Letter,,,,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/003(01)-5,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll013,img20221124_23073204.jpg,,,On stage performance,"Heritage Singers Canada; Lyons, Grace",,Basque folk dancers performing on stage,International tours; performances,,,,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/003(01)-3,Image;StillImage,image/jpeg,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll014,img20221124_23060946.jpg,,,Photograph with Friends,"Heritage Singers Canada; Lyons, Grace",,A member of the Heritage Singers and two Basque folk dancers take a group photo together,International tours; fun times,,,,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/003(01)-4,Image;StillImage,image/jpeg,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll015,img20221124_23030341.jpg,,,Photograph with Friends,"Heritage Singers Canada; Lyons, Grace",,A member of the Heritage Singers and two Basque folk dancers take a group photo together,International tours; fun times,,,,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/003(01)-2,Image;StillImage,image/jpeg,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll016,img20221124_22545690.jpg,,,Pamphlet for performance,"Heritage Singers Canada; Lyons, Grace",,Pamphlet for Basque folk dance performance,International tours; performance,,,,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/003(01)-1,Image;StillImage,image/jpeg,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll017,img20221124_22493533.jpg,,,Music Hall of Fame Award,"Heritage Singers Canada; Lyons, Grace",1994,A certificate for the Music Hall of Fame awarded to the Heritage Singers by The Black Label Artist Coalition,Awards,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(01)-1,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll018,img20221124_22440426.jpg,,,Newspaper article,"Heritage Singers Canada; Lyons, Grace",2001-01,Article in the Weekly Gleaner's Entertainment page featuring the Heritage Singers,Newspaper,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/002(06)-1,Image;StillImage,image/jpeg,English,,
coll019,,BJlNFiSVF_s,,"Heritage Singer's performance, Canada","Heritage Singers Canada; Lyons, Grace; Ebanks, Debbie",1998-02-22,"A 1998 recording of the Heritage Singer's performance at St. Paul's Church. The recording is titled 'Celebrating The Black Heritage of Our Church: The Strength, Faith & Commitment Of The BLACK WOMAN'",Video; Faith; Performances,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/008(05)-1,Image;MovingImage,video/mp4,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll020,,fXflPbYTmJQ,,"Miss Lou, Robert Owen, Lee-Ann Lyon-Bartley in Heritage Singers in production","Heritage Singers Canada; Lyons, Grace; Ebanks, Debbie",,"Heritage Singers along with notable figures Robert Owen, tenor Canadian Opera Company (circa 1990s) and Miss Lou (Important figure within the Jamaican cultural scene), perform at a dinner theatre event","Video; Miss Lou; Owen, Robert; Performances","Toronto, Canada",,,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/009(02) ,Image;MovingImage,video/mp4,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll021,,4eowDllQtwk,,"""The Sooner The Better"" For Early Detection of Cervical Cancer",Dr. Daphne DaCosta Memorial Foundation,1992,An informational video hosted by Miss Lou with local non-actors and Black doctors in Toronto promoting Black women's health regarding cervical cancer and the importance of gynecological care,Video; Miss Lou; Health promotion; Black women,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/006(08),Image;MovingImage,video/mp4,English,,
coll022,,04dcbZePzk0,,Zuzuwah 3 1998 December 12,"Heritage Singers Canada; Lyons, Grace; Ebanks, Debbie",1998-12-12,A recording of the Heritage Singer's 1998 performance of Zuzuwah 3,Video; Performances; Zuzuwah,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/008(07),Image;MovingImage,video/mp4,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll023,HSC-11_34.jpg,,,Studio session list,"Heritage Singers Canada; Lyons, Grace",1998-02-19,Record of songs recorded by Heritage Singer's during their studio session,Records,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(17)-3,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll024,HSC-11_37.jpg,,,Song mixing sheet 1,"Heritage Singers Canada; Lyons, Grace",1998-02-19,Song mixing sheet for 'Rivers of Babylon' and 'Hear Me Queen',Records,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(17)-4,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll025,HSC-11_38.jpg,,,Song mixing sheet 2,"Heritage Singers Canada; Lyons, Grace",1998-02-19,Song mixing sheet for 'Slave Lament',Records,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(17)-5,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll026,HSC-11_33.jpg,,,RDR Music Group quote for cassette production,"Heritage Singers Canada; Lyons, Grace",,A quote from RDR Music Group for cassette production,Records,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(17)-2,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll027,HSC-11_32.jpg,,,Invoice for Thunder Dome Sounds,"Heritage Singers Canada; Lyons, Grace",1997-09-29,An invoice for studio time and audio production at Thunder Dome Sounds charged to the Heritage Singers,Records ,"Pickering, Canada",43.90012,-79.13289,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(17)-1,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
