objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll011,img20221124_23391468.jpg,,,Portrait of a woman (Amah Harris) smiling,"Heritage Singers Canada; Lyons, Grace",,"Amah Harris, Director of stage productions of the Heritage Singers","Portrait; Harris, Amah",,,,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/003(08)-17,Image;StillImage,image/jpeg,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll012,img20221124_23093109.jpg,,,A note left on the back of a photograph,"Heritage Singers Canada; Lyons, Grace",,A note left on the back of a photograph by a Basque Country performer,Letter,,,,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/003(01)-5,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll013,img20221124_23073204.jpg,,,On stage performance,"Heritage Singers Canada; Lyons, Grace",,Basque folk dancers performing on stage,International tours; Performances,,,,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/003(01)-3,Image;StillImage,image/jpeg,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll014,img20221124_23060946.jpg,,,Photograph with Friends,"Heritage Singers Canada; Lyons, Grace",,A member of the Heritage Singers and two Basque folk dancers take a group photo together,International tours; Fun times,,,,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/003(01)-4,Image;StillImage,image/jpeg,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll015,img20221124_23030341.jpg,,,Photograph with Friends,"Heritage Singers Canada; Lyons, Grace",,A member of the Heritage Singers and two Basque folk dancers take a group photo together,International tours; Fun times,,,,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/003(01)-2,Image;StillImage,image/jpeg,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll016,img20221124_22545690.jpg,,,Pamphlet for performance,"Heritage Singers Canada; Lyons, Grace",,Pamphlet for Basque folk dance performance,International tours; Performance,,,,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/003(01)-1,Image;StillImage,image/jpeg,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll017,img20221124_22493533.jpg,,,Music Hall of Fame Award,"Heritage Singers Canada; Lyons, Grace",1994,A certificate for the Music Hall of Fame awarded to the Heritage Singers by The Black Label Artist Coalition,Awards,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(01)-1,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll018,img20221124_22440426.jpg,,,Newspaper article,"Heritage Singers Canada; Lyons, Grace",Jan-01,Article in the Weekly Gleaner's Entertainment page featuring the Heritage Singers,Newspaper,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/002(06)-1,Image;StillImage,image/jpeg,English,,
coll019,,BJlNFiSVF_s,,"Heritage Singer's performance, Canada","Heritage Singers Canada; Lyons, Grace; Ebanks, Debbie",1998-02-22,"A 1998 recording of the Heritage Singer's performance at St. Paul's Church. The recording is titled 'Celebrating The Black Heritage of Our Church: The Strength, Faith & Commitment Of The BLACK WOMAN'",Video; Faith; Performances,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/008(05)-1,Image;MovingImage,video/mp4,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll020,,fXflPbYTmJQ,,"Miss Lou, Robert Owen, Lee-Ann Lyon-Bartley in Heritage Singers in production","Heritage Singers Canada; Lyons, Grace; Ebanks, Debbie",,"Heritage Singers along with notable figures Robert Owen, tenor Canadian Opera Company (circa 1990s) and Miss Lou (Important figure within the Jamaican cultural scene), perform at a dinner theatre event","Video; Miss Lou; Owen, Robert; Performances","Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/009(02) ,Image;MovingImage,video/mp4,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll021,,4eowDllQtwk,,"""The Sooner The Better"" For Early Detection of Cervical Cancer",Dr. Daphne DaCosta Memorial Foundation,1992,An informational video hosted by Miss Lou with local non-actors and Black doctors in Toronto promoting Black women's health regarding cervical cancer and the importance of gynecological care,Video; Miss Lou; Health promotion; Black women,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/006(08),Image;MovingImage,video/mp4,English,,
coll022,,04dcbZePzk0,,Zuzuwah 3 1998 December 12,"Heritage Singers Canada; Lyons, Grace; Ebanks, Debbie",1998-12-12,A recording of the Heritage Singer's 1998 performance of Zuzuwah 3,Video; Performances; Zuzuwah,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/008(07),Image;MovingImage,video/mp4,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll023,ASC62371_crop.tif,,,Letter from Bob Rae,"Heritage Singers Canada; Lyons, Grace",1988-10-28,A thank you letter from Leader of the Opposition Bob Rae,Letter; Government relations,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(01)-1,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll024,IMG_4729.JPG,,,Letter from Jean Augustine,"Heritage Singers Canada; Lyons, Grace",Aug-01,A letter from Jean Augustine sending Best Wishes to the Heritage Singers,Letter; Government relations,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(01)-2,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll025,IMG_4836.jpeg,,,Certificate of recognition,"Heritage Singers Canada; Lyons, Grace",Aug-01,A certificate of recognition awarded to the Heritage Singers by the Mexican folk festival,Awards; International tours,"Zacatecas , Mexico",22.774916,-102.586899,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(01)-9,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll026,IMG_4736.jpeg,,,Certificate of appreciation,"Heritage Singers Canada; Lyons, Grace",1998-04-03,Certificate of appreciation from Jean Augustine,Letter; Government relations,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(01)-11,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll027,ASC62375.jpg,,,Letter from Grace,"Heritage Singers Canada; Lyons, Grace",1993-08-22,A letter from Grace to the Ministry of Culture and Tourism ,Letter; Government relations,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(02)-5,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll028,IMG_4825.jpg,,,"Heritage Singers on the cover of PRIDE magazine, May 2, 2012",PRIDE,2012-05-02,Pride Newspaper featuring Heritage Singers promoting Hallelujah Pepperpot,Newspaper,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/002(08)-1,Image;StillImage,image/jpeg,English,,
coll029,IMG_4739.jpeg,,,Certificate of appreciation,"Heritage Singers Canada; Lyons, Grace",2000-12-15,A certificate of appreciation to the Heritage Singers from the All Nations Gospel Church for a donation to the church,Awards,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(01)-5,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll030,ASC62372.jpg,,,Letter from Edward Koch,"Heritage Singers Canada; Lyons, Grace",1987-10-16,Letter of thank you from New York City mayor Edward Koch,Letter; International relations,"New York City, United States",40.71427,-74.00597,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(01)-6,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll031,IMG_4731.jpeg,,,Quebec folk festival pamphlet,"Heritage Singers Canada; Lyons, Grace",1995,Quebec folk festival pamphlet,Performances,"Montreal, Canada",46.81228,-71.21454,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(01)-7,Image;StillImage,image/jpeg,French,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll032,ASC62373.jpg,,,Certificate of appreciation,"Heritage Singers Canada; Lyons, Grace",2001-10-02,A certificate of recognition from the O.P.P. to the Heritage Singers for their contributions to United Mothers Opposing Gun Violence Everywhere,Awards,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(01)-10,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll033,ASC62374.jpg,,,Letter of congratulations from Jean Augustine,"Heritage Singers Canada; Lyons, Grace",1998-05-01,Letter of congratulations to the Heritage Singers for releasing their first CD,Letter; Government relations,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(01)-13,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll034,IMG_4741.jpeg,,,Flyer for Hallelujah Pepperpot,"Heritage Singers Canada; Lyons, Grace",2004-02-28,Flyer for Hallelujah Pepperpot,Performances; Group photo; Hallelujah Pepperpot,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(02)-2,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll035,IMG_4742.jpg,,,Heritage Singers pamphlets,"Heritage Singers Canada; Lyons, Grace",,Pamphlets featuring the Heritage Singers,Group photo; Media,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(02)-3,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll036,IMG_4809.jpeg,,,Letters,"Heritage Singers Canada; Lyons, Grace",1995-11-15,"An open folder containing two letters. The first letter from the Consulate General of Antigua and Barbuda thanking the heritage Singer's for their wonderful performance. The second letter from the Board of Directors and Concert Committee of the Community Folk Art Council of Metropolitan Toronto thanking the Heritage Singers for their participation in the ""Sound of Nation"" concert.",Letter; International relations,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(04)-1,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll037,IMG_4811.JPG,,,Photographs during a performance,"Heritage Singers Canada; Lyons, Grace",1995,An open folder with four photographs featuring the Heritage Singers at the 1995 Quebec folk festival ,International tours; Performances,"Montreal, Canada",45.5019,73.5674,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(04)-2,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll038,IMG_4720.jpeg,,,A Letter from David Crombie pt. 2,"Heritage Singers Canada; Lyons, Grace",1988-03-30,"Last page of a letter from Secretary of State and  Minister responsible for multiculturalism, David Crombie",Letter; Government relations,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(04)-4,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll039,IMG_4817.jpeg,,,Newspaper clippings,"Heritage Singers Canada; Lyons, Grace",,Newspaper clippings,Newspaper,,,,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(04)-5,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll040,IMG_4818.jpg,,,Letter from Jamaican Consulate General,"Heritage Singers Canada; Lyons, Grace",1983-08-09,A thank you letter from the Jamaican Consulate General,Letter; International relations,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(04)-6,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll041,IMG_4746.JPG,,,Page1 Act1 Scene1 of first production script,"Heritage Singers Canada; Lyons, Grace",,Page1 Act1 Scene1 of first production script,Behind the scenes,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(05),Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll042,IMG_4748.jpg,,,Grace's notebook pt 1,"Heritage Singers Canada; Lyons, Grace",1986,Front cover of a spiral notebook containing production idea's maintained by Grace,Behind the scenes,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(06)-1,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll043,IMG_4821.jpg,,,Grace's notebook pt 2,"Heritage Singers Canada; Lyons, Grace",1986,First page of a notebook owned by Grace containing production ideas,Behind the scenes,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(06)-2,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll044,IMG_4757.JPG,,,Grace's notebook pt 3,"Heritage Singers Canada; Lyons, Grace",1986,Page from Grace's notebook featuring notes for a scene for a production,Behind the scenes,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(06)-3,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll045,IMG_4781.jpg,,,Program for 'Zuzuwah',"Heritage Singers Canada; Lyons, Grace",Oct-87,A program booklet for the Heritage Singer's 1987 production of 'Zuzuwah',Perfomances; Media,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(08)-1,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll046,IMG_4782.jpeg,,,10th anniversary program book,"Heritage Singers Canada; Lyons, Grace",1988-11-13,A program booklet for the Heritage Singer's 10th anniversary celebration,Perfomances; Media; Fun times,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(08)-2,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll047,IMG_4784.jpeg,,,20th anniversary luncheon program,"Heritage Singers Canada; Lyons, Grace",1997-10-26,Program for the Heritage Singer's 20th anniversary luncheon,Perfomances; Media; Fun times,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(08)-4,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll048,IMG_4786.jpg,,,Program for 'Zuzuwah 3',"Heritage Singers Canada; Lyons, Grace",1998-12-12,A program booklet for the Heritage Singer's 1998 production of 'Zuzuwah 3',Perfomances; Media,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(08)-5,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll049,IMG_4779.jpeg,,,Program for 'OLDE TYME COUNTRY WEDDING',"Heritage Singers Canada; Lyons, Grace",,A program booklet for the Heritage Singer's production 'OLDE TYME COUNTRY WEDDING',Perfomances; Media,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(08)-6,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
coll050,IMG_4775.jpeg,,,Leaflet for 'Augus Mawnin',"Heritage Singers Canada; Lyons, Grace",2002-02-23,A leaflet for the Heritage Singer's 2002 performance of Augus Mawnin,Perfomances; Media,"Toronto, Canada",43.65107,-79.347015,"F0783, Heritage Singers Canada Fonds, York University Clara Thomas Archives and Special Collections",2023-033/001(08)-7,Image;StillImage,image/jpeg,English,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the York University Clara Thomas and Special Archives. For other uses beyond free use, please contact York University Clara Thomas Archives and Special Collections.",
